target,feature,pearson_r,abs_pearson_r
fx_b,phase_cos_1,-0.6734412108122043,0.6734412108122043
fx_b,phase_sin_2,0.46686331332786757,0.46686331332786757
fx_b,phase_sin_1,-0.423399035923535,0.423399035923535
fx_b,p,0.2970545462435001,0.2970545462435001
fx_b,r,0.21243956168532982,0.21243956168532982
fx_b,cycle_flap_frequency_hz,0.14791106716204747,0.14791106716204747
fx_b,motor_cmd_0,0.14145621822742419,0.14145621822742419
fx_b,dynamic_pressure_pa,-0.12860534369209636,0.12860534369209636
fx_b,true_airspeed_m_s,-0.11703244706447066,0.11703244706447066
fx_b,elevon_sum,0.04193478454503304,0.04193478454503304
fx_b,beta_proxy_rad,-0.03194327697343291,0.03194327697343291
fx_b,servo_rudder,-0.031108163672500702,0.031108163672500702
fx_b,q,0.025125479563581878,0.025125479563581878
fx_b,phase_cos_2,-0.025042738851106583,0.025042738851106583
fx_b,servo_left_elevon,0.022250590097643536,0.022250590097643536
fx_b,servo_right_elevon,0.01365194839316762,0.01365194839316762
fx_b,elevon_diff,0.0026550428093098676,0.0026550428093098676
fx_b,alpha_rad,,
fy_b,p,0.2360694623190231,0.2360694623190231
fy_b,phase_cos_2,0.23586418831741604,0.23586418831741604
fy_b,phase_cos_1,0.23550229404328799,0.23550229404328799
fy_b,q,-0.22588452755850816,0.22588452755850816
fy_b,r,-0.18460042844771363,0.18460042844771363
fy_b,phase_sin_2,0.13408730381690287,0.13408730381690287
fy_b,phase_sin_1,-0.09333496955367929,0.09333496955367929
fy_b,servo_left_elevon,0.06314758125927292,0.06314758125927292
fy_b,elevon_diff,0.059674057464748714,0.059674057464748714
fy_b,servo_rudder,-0.04812894064988506,0.04812894064988506
fy_b,servo_right_elevon,-0.04763480334804287,0.04763480334804287
fy_b,cycle_flap_frequency_hz,-0.0299167933004576,0.0299167933004576
fy_b,motor_cmd_0,-0.02716677402458915,0.02716677402458915
fy_b,beta_proxy_rad,0.02220920394786701,0.02220920394786701
fy_b,true_airspeed_m_s,-0.016487422481377197,0.016487422481377197
fy_b,dynamic_pressure_pa,-0.015415187537585699,0.015415187537585699
fy_b,elevon_sum,0.004752797836518349,0.004752797836518349
fy_b,alpha_rad,,
fz_b,phase_cos_1,0.9144267588162883,0.9144267588162883
fz_b,q,-0.26103456889872995,0.26103456889872995
fz_b,r,-0.18696359620524644,0.18696359620524644
fz_b,phase_cos_2,0.17634254064288907,0.17634254064288907
fz_b,phase_sin_1,-0.13204233691921105,0.13204233691921105
fz_b,servo_right_elevon,-0.06427942679101939,0.06427942679101939
fz_b,elevon_diff,0.060882861470587565,0.060882861470587565
fz_b,beta_proxy_rad,0.05521650108964524,0.05521650108964524
fz_b,servo_left_elevon,0.0450987083587432,0.0450987083587432
fz_b,servo_rudder,0.04154804126872484,0.04154804126872484
fz_b,true_airspeed_m_s,-0.03849329937226659,0.03849329937226659
fz_b,dynamic_pressure_pa,-0.03737025649069963,0.03737025649069963
fz_b,elevon_sum,-0.03663181227457395,0.03663181227457395
fz_b,p,-0.030902466511062127,0.030902466511062127
fz_b,phase_sin_2,-0.027649635849900482,0.027649635849900482
fz_b,cycle_flap_frequency_hz,0.004304255748505468,0.004304255748505468
fz_b,motor_cmd_0,-0.0035552916699096776,0.0035552916699096776
fz_b,alpha_rad,,
mx_b,phase_cos_1,-0.3706693963351431,0.3706693963351431
mx_b,q,0.27245158791833535,0.27245158791833535
mx_b,phase_cos_2,-0.16797021321296995,0.16797021321296995
mx_b,phase_sin_2,-0.16314234957685286,0.16314234957685286
mx_b,phase_sin_1,0.11512949385314297,0.11512949385314297
mx_b,servo_left_elevon,-0.05553991390330593,0.05553991390330593
mx_b,r,0.05219809987372562,0.05219809987372562
mx_b,elevon_diff,-0.05202927332059485,0.05202927332059485
mx_b,beta_proxy_rad,-0.050481265130813927,0.050481265130813927
mx_b,servo_right_elevon,0.041141251591841066,0.041141251591841066
mx_b,servo_rudder,-0.030995779475248054,0.030995779475248054
mx_b,true_airspeed_m_s,0.00629533399326018,0.00629533399326018
mx_b,dynamic_pressure_pa,0.00570795307887573,0.00570795307887573
mx_b,elevon_sum,-0.00517859479852626,0.00517859479852626
