target,dominant_component,dominant_true_energy_fraction,dominant_remaining_energy_fraction_of_true,dominant_energy_reduction_fraction,structured_true_energy_fraction,broadband_high_true_energy_fraction
fx_b,flap_main,0.5162303614728645,0.0251002328716454,0.9748997671283546,0.798664682772875,0.1168273799184662
fy_b,broadband_high_8_25hz_excl_structured,0.4284448582141826,0.9636105834021406,0.0363894165978594,0.2785646219023354,0.4284448582141826
fz_b,flap_main,0.7866232417325011,0.0312192854133584,0.9687807145866416,0.8491981181634043,0.0855366232900599
mx_b,broadband_high_8_25hz_excl_structured,0.3135481166786312,1.0052623237942404,-0.0052623237942404,0.3663730266326539,0.3135481166786312
my_b,harmonic_2f,0.4519165039359337,0.1459972199139535,0.8540027800860465,0.7461197294381987,0.1101462017398001
mz_b,broadband_high_8_25hz_excl_structured,0.4652855027323599,0.7683776472099808,0.2316223527900192,0.4204841948209294,0.4652855027323599
